               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.026798,            0.017089,           0.0013353,             0.75496,             0.72974,             0.71703,             0.45841,            0.037696,            0.011622,            0.015687,            0.006238,            0.006238,            0.006238
                  59,            0.028588,            0.016697,           0.0014505,             0.82135,             0.65258,             0.73552,             0.44663,            0.036118,            0.011135,            0.017259,            0.006172,            0.006172,            0.006172
                  60,            0.027244,            0.017741,           0.0018916,             0.84497,             0.60434,              0.7129,             0.43522,            0.038631,            0.010899,            0.018779,            0.006106,            0.006106,            0.006106
                  61,            0.026897,            0.017281,           0.0016953,              0.6374,             0.69382,             0.69825,             0.38461,             0.04301,            0.010726,             0.01929,             0.00604,             0.00604,             0.00604
                  62,            0.025889,            0.017888,           0.0016953,             0.67701,             0.63637,             0.66331,             0.39405,            0.040827,            0.010898,            0.019262,            0.005974,            0.005974,            0.005974
                  63,            0.027829,            0.016877,           0.0018566,             0.59229,             0.68686,             0.65025,             0.39473,            0.039711,            0.011552,            0.018437,            0.005908,            0.005908,            0.005908
                  64,            0.027508,            0.016173,           0.0014502,             0.70742,             0.58515,             0.65644,             0.40037,            0.038694,            0.011406,            0.019042,            0.005842,            0.005842,            0.005842
                  65,            0.025622,            0.017212,           0.0014134,             0.69863,             0.59592,             0.66185,             0.39715,            0.039341,            0.011105,            0.020324,            0.005776,            0.005776,            0.005776
                  66,            0.025171,            0.015998,           0.0017413,             0.66138,             0.68981,             0.66178,             0.37678,            0.039114,            0.011962,             0.02096,             0.00571,             0.00571,             0.00571
                  67,            0.026285,            0.016926,           0.0015301,               0.658,             0.64397,             0.67492,             0.40838,            0.037527,            0.011309,            0.021747,            0.005644,            0.005644,            0.005644
                  68,            0.026974,            0.016438,           0.0013442,              0.7064,             0.58515,             0.64934,             0.39316,            0.039026,            0.011289,            0.021839,            0.005578,            0.005578,            0.005578
                  69,            0.026587,            0.016879,            0.001526,             0.81752,             0.53912,             0.65825,             0.37251,            0.039018,            0.011217,            0.019645,            0.005512,            0.005512,            0.005512
                  70,            0.025297,             0.01633,            0.001573,             0.66272,             0.70941,              0.7186,             0.44742,            0.036486,            0.010996,            0.019368,            0.005446,            0.005446,            0.005446
                  71,            0.026364,            0.016918,           0.0012725,             0.86026,             0.62546,             0.73293,             0.39975,            0.039152,            0.010838,            0.016889,             0.00538,             0.00538,             0.00538
                  72,            0.025773,            0.015579,           0.0013701,             0.81453,             0.62628,             0.72689,              0.4115,            0.038134,            0.011062,            0.016424,            0.005314,            0.005314,            0.005314
                  73,            0.025595,            0.015639,           0.0015335,             0.82319,             0.66207,             0.73571,             0.45773,            0.036957,            0.011193,            0.016479,            0.005248,            0.005248,            0.005248
                  74,            0.021542,            0.016362,           0.0013882,             0.71524,             0.70682,              0.7157,             0.41714,            0.037274,            0.011502,            0.016814,            0.005182,            0.005182,            0.005182
                  75,            0.023738,             0.01596,            0.001183,             0.87139,             0.62436,              0.7158,               0.432,            0.036984,            0.011805,            0.016039,            0.005116,            0.005116,            0.005116
                  76,            0.024323,            0.015916,           0.0012695,             0.86919,             0.63842,             0.70211,             0.42153,            0.039192,            0.011799,            0.015667,             0.00505,             0.00505,             0.00505
                  77,            0.022824,            0.016451,           0.0012787,             0.76764,             0.64649,             0.69717,             0.40219,            0.039943,            0.011714,            0.015825,            0.004984,            0.004984,            0.004984
                  78,            0.023943,             0.01578,           0.0014084,             0.84848,             0.60219,             0.68517,             0.40336,            0.038776,            0.012546,            0.015998,            0.004918,            0.004918,            0.004918
                  79,            0.023885,            0.015833,           0.0011778,             0.77947,             0.62195,             0.66548,             0.41011,            0.037189,            0.012404,            0.015617,            0.004852,            0.004852,            0.004852
